iterationNum,tenant,environment,testTarget,api,Number Of Drivers,additionalDriverArray,additionalDriverObject,addHasMedicalConditions,relationToPropCode,relationToPropUID,addOccupationCode,addOccupation,addDateOfBirthYear,addResidentSinceBirth,addResidentSinceYear,addLicType,addLicenceHeldYear,addLicenceHeldMonth,lexisNexisTriggerName,propIDMatch,add1IDMatch,fClaim12,fClaim24,fClaim36,fClaim48,fClaim60,nfClaim12,nfClaim24,nfClaim36,nfClaim48,nfClaim60,claims result,convictionsArray,addConvictionsArray,no Of Convictions,conviction1,conviction2,conviction3,convictionCode1,convictionCode2,convictionCode3,,disqualMonths1,disqualMonths2,disqualMonths3,pointsReceived1,pointsReceived2,pointsReceived3,convDate1Year,convDate2Year,convDate3Year,isPending1,isPending2,isPending3,fromML1,fromML2,fromML3,hasCriminalConvictions,hasMedicalConditions,hadInsuranceRefused,hadPolicyCancelled,hadPolicyVoid,isModified,isImpounded,ageOfVehicle,YOM,vehicleValue,vehABI,vehRate,registeredOwnerUID,classOfUseUID,postcode sector,postcodeGroup,postcode,propOccCode,propOccName,licenceType,licenceHeldYear,licenceHeldMonth,coverTypeUID,propResidentSinceBirth,propResidentSinceYear,dateOfBirthYear,,effectiveDateYear,targetScheme,separator,rule1,loading1,status1,rule2,loading2,status2,rule3,loading3,status3,rule4,loading4,status4,rule5,loading5,status5,rule6,loading6,status6,rule7,loading7,status7,rule8,loading8,status8,rule9,loading9,status9,rule10,loading10,status10,rule11,loading11,status11,rule12,loading12,status12,rule13,loading13,status13,rule14,loading14,status14,rule15,loading15,status15,rule16,loading16,status16,rule17,loading17,status17,rule18,loading18,status18
92,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,0,2,0,0,0,0,0,0,1,1,QUOTE,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,4137190,19,ProposerPolicyholder,SocialDomesticAndPleasure,OX141,45.58,OX141AA,A57,Transport Clerk,FullUKCarLicence,0,-24,ThirdParty,true,-25,-25,,0,Dash ERS Impound,-,Claims,,QUOTE,Base Rate,466,QUOTE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
93,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,0,0,2,0,0,0,0,0,1,1,QUOTE,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,24525938,19,ProposerPolicyholder,SocialDomesticAndPleasure,MK401,45.89,MK401AA,16A,Art Buyer,FullUKCarLicence,0,-24,ThirdParty,true,-30,-30,,0,Dash ERS Impound,-,Claims,,QUOTE,Base Rate,466,QUOTE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
94,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,0,0,0,2,0,0,0,0,1,1,QUOTE,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,35507901,19,ProposerPolicyholder,SocialDomesticAndPleasure,HD75,46.04,HD75AA,889,Ornamental Blacksmith,FullUKCarLicence,0,-24,ThirdParty,true,-31,-31,,0,Dash ERS Impound,-,Claims,,QUOTE,Base Rate,251,QUOTE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
95,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,0,0,0,0,2,0,0,0,1,1,QUOTE,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,46546644,19,ProposerPolicyholder,SocialDomesticAndPleasure,RH76,46.32,RH76AA,V51,Vehicle Dismantler,FullUKCarLicence,0,-24,ThirdParty,true,-24,-24,,0,Dash ERS Impound,-,Claims,,QUOTE,Base Rate,0,DECLINE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
96,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,0,0,0,0,0,2,0,0,1,1,QUOTE,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,22536857,19,ProposerPolicyholder,SocialDomesticAndPleasure,HX61,46.35,HX61AA,22,Arbitrator,FullUKCarLicence,0,-24,ThirdParty,true,-25,-25,,0,Dash ERS Impound,-,Claims,,QUOTE,Base Rate,466,QUOTE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
97,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,0,0,0,0,0,0,2,0,1,1,QUOTE,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,4109301,20,ProposerPolicyholder,SocialDomesticAndPleasure,PO176,46.4,PO176AA,264,Quarry Worker,FullUKCarLicence,0,-24,ThirdParty,true,-30,-30,,0,Dash ERS Impound,-,Claims,,QUOTE,Base Rate,466,QUOTE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
98,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,0,0,0,0,0,0,0,2,1,1,QUOTE,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,33815819,20,ProposerPolicyholder,SocialDomesticAndPleasure,G414,46.48,G414AA,892,Outreach Worker,FullUKCarLicence,0,-24,ThirdParty,true,-31,-31,,0,Dash ERS Impound,-,Claims,,QUOTE,Base Rate,420,QUOTE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
99,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,Z,0,0,0,0,0,0,0,0,0,REFER,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,35690855,20,ProposerPolicyholder,SocialDomesticAndPleasure,PR268,46.52,PR268AA,861,Medical Researcher,FullUKCarLicence,0,-24,ThirdParty,true,-25,-25,,0,Dash ERS Impound,-,Claims,,REFER,Base Rate,,DECLINE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
100,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,0,Z,0,0,0,0,0,0,0,0,REFER,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,45063295,20,ProposerPolicyholder,SocialDomesticAndPleasure,BN150,47.13,BN150AA,732,Head Greenkeeper,FullUKCarLicence,0,-24,ThirdParty,true,-31,-31,,0,Dash ERS Impound,-,Claims,,REFER,Base Rate,,DECLINE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
101,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,0,0,Z,0,0,0,0,0,0,0,REFER,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,53629702,20,ProposerPolicyholder,SocialDomesticAndPleasure,DH99,47.59,DH99AA,910,Payroll Clerk,FullUKCarLicence,0,-24,ThirdParty,true,-30,-30,,0,Dash ERS Impound,-,Claims,,REFER,Base Rate,,DECLINE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
102,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,0,0,0,Z,0,0,0,0,0,0,REFER,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,46546335,21,ProposerPolicyholder,SocialDomesticAndPleasure,SK148,47.75,SK148AA,96B,Newsreader,FullUKCarLicence,0,-24,ThirdParty,true,-31,-31,,0,Dash ERS Impound,-,Claims,,REFER,Base Rate,,DECLINE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
103,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,0,0,0,0,9,0,0,0,0,0,REFER,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,7131589,21,ProposerPolicyholder,SocialDomesticAndPleasure,SK65,47.78,SK65AA,710,Diamond Dealer,FullUKCarLicence,0,-24,ThirdParty,true,-24,-24,,0,Dash ERS Impound,-,Claims,,REFER,Base Rate,,DECLINE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
104,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,0,0,0,0,0,9,0,0,0,0,REFER,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,46546046,21,ProposerPolicyholder,SocialDomesticAndPleasure,B617,48.52,B617AA,619,Clerical Assistant,FullUKCarLicence,0,-24,ThirdParty,true,-25,-25,,0,Dash ERS Impound,-,Claims,,REFER,Base Rate,,DECLINE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
105,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,0,0,0,0,0,0,9,0,0,0,REFER,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,12003501,21,ProposerPolicyholder,SocialDomesticAndPleasure,BH233,48.62,BH233AA,458,School Crossing Warden,FullUKCarLicence,0,-24,ThirdParty,true,-30,-30,,0,Dash ERS Impound,-,Claims,,REFER,Base Rate,,DECLINE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
106,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,0,0,0,0,0,0,0,9,0,0,REFER,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,54546902,21,ProposerPolicyholder,SocialDomesticAndPleasure,NN79,49.18,NN79AA,488,Shipping Officer,FullUKCarLicence,0,-24,ThirdParty,true,-31,-31,,0,Dash ERS Impound,-,Claims,,REFER,Base Rate,,DECLINE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
107,dash,test-develop,schemes,recar,ProposerOnly,[],,,,,,,,,,,,,autoone,IS,7,1,1,1,0,0,0,0,0,0,0,DECLINE,[],,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,false,true,0,2023,5000,52005501,21,ProposerPolicyholder,SocialDomesticAndPleasure,LS254,49.18,LS254AA,80,Commercial Artist,FullUKCarLicence,0,-24,ThirdParty,true,-31,-31,,0,Dash ERS Impound,-,Claims,,DECLINE,Base Rate,,DECLINE,,,,Occupation,,QUOTE,,,,Vehicle Group,,QUOTE,Area,,QUOTE,,,,Convictions History,,QUOTE,Pending Convictions,,QUOTE,,,,,,,,,,,,,,,,,,,,,,,,
